Reaction ID	Name	Subsystem	Reaction (IDs)	Reaction (Names)	Reaction (CHEBI)	Substrates (BiGG)	Genes	UIDs
APG3PAT141	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:1)	Glycerophospholipid Metabolism	1.0 glyc3p_c + 1.0 ttdceap_c = 1.0 1tdec7eg3p_c + 1.0 h_c + 1.0 pi_c	1.0 Glycerol 3-phosphate + 1.0 Tetradecanoyl-phosphate (n-C14:1) = 1.0 1-tetradec-7-enoyl-sn-glycerol 3-phosphate + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:12843 + 1.0 Unknown = 1.0 Unknown + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'1tdec7eg3p', 'ttdceap', 'pi', 'glyc3p', 'h'}	plsY	P60782
MOADSUx	MoaD sulfuration (nadh, assumed)	Cofactor and Prosthetic Group Biosynthesis	1.0 iscssh_c + 1.0 moadamp_c + 1.0 nadh_c = 1.0 amp_c + 1.0 iscs_c + 1.0 moadcosh_c + 1.0 nad_c	1.0 IscS with bound sulfur + 1.0 MoaD Protein with bound AMP + 1.0 Nicotinamide adenine dinucleotide - reduced = 1.0 AMP C10H12N5O7P + 1.0 IscS sulfur acceptor protein + 1.0 MoaD Protein with thiocarboxylate + 1.0 Nicotinamide adenine dinucleotide	1.0 Unknown + 1.0 Unknown + 1.0 CHEBI:13395 = 1.0 CHEBI:13736 + 1.0 Unknown + 1.0 Unknown + 1.0 CHEBI:7422	{'iscs', 'moadcosh', 'moadamp', 'iscssh', 'amp', 'nad', 'nadh'}	moaD, iscS	P30748, P0A6B7
APG3PAT181	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:1)	Glycerophospholipid Metabolism	1.0 glyc3p_c + 1.0 ocdceap_c = 1.0 1odec11eg3p_c + 1.0 h_c + 1.0 pi_c	1.0 Glycerol 3-phosphate + 1.0 Octadecanoyl-phosphate (n-C18:1) = 1.0 1-octadec-11-enoyl-sn-glycerol 3-phosphate + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:12843 + 1.0 Unknown = 1.0 Unknown + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'1odec11eg3p', 'ocdceap', 'glyc3p', 'pi', 'h'}	plsY	P60782
APH140	Acylphosphatase (C14:0)	Glycerophospholipid Metabolism	1.0 h2o_c + 1.0 ttdcap_c = 2.0 h_c + 1.0 pi_c + 1.0 ttdca_c	1.0 H2O H2O + 1.0 Tetradecanoyl-phosphate (n-C14:0) = 2.0 H+ + 1.0 Phosphate + 1.0 Tetradecanoate (n-C14:0)	1.0 CHEBI:13352 + 1.0 Unknown = 2.0 CHEBI:5584 + 1.0 CHEBI:26078 + 1.0 Unknown	{'ttdcap', 'ttdca', 'h2o', 'pi', 'h'}	yccX	P0AB65
APH160	Acylphosphatase (C16:0)	Glycerophospholipid Metabolism	1.0 h2o_c + 1.0 hdcap_c = 2.0 h_c + 1.0 hdca_c + 1.0 pi_c	1.0 H2O H2O + 1.0 Hexadecanoyl-phosphate (n-C16:0) = 2.0 H+ + 1.0 Hexadecanoate (n-C16:0) + 1.0 Phosphate	1.0 CHEBI:13352 + 1.0 Unknown = 2.0 CHEBI:5584 + 1.0 CHEBI:7896 + 1.0 CHEBI:26078	{'hdca', 'hdcap', 'h2o', 'pi', 'h'}	yccX	P0AB65
OPMEACPD	3-Oxo-pimeloyl-[ACP] methyl ester dehydratase	Cofactor and Prosthetic Group Biosynthesis	1.0 hpmeACP_c = 1.0 epmeACP_c + 1.0 h2o_c	1.0 3-Hydroxypimeloyl-[acyl-carrier protein] methyl ester = 1.0 Enoylpimeloyl-[acyl-carrier protein] methyl ester + 1.0 H2O H2O	1.0 Unknown = 1.0 Unknown + 1.0 CHEBI:13352	{'hpmeACP', 'epmeACP', 'h2o'}	fabZ	P0A6Q6
EPMEACPR	Enoylpimeloyl-[ACP] methyl ester reductase	Cofactor and Prosthetic Group Biosynthesis	1.0 epmeACP_c + 1.0 h_c + 1.0 nadph_c = 1.0 nadp_c + 1.0 pmeACP_c	1.0 Enoylpimeloyl-[acyl-carrier protein] methyl ester + 1.0 H+ + 1.0 Nicotinamide adenine dinucleotide phosphate - reduced = 1.0 Nicotinamide adenine dinucleotide phosphate + 1.0 Pimeloyl-[acyl-carrier protein] methyl ester	1.0 Unknown + 1.0 CHEBI:5584 + 1.0 CHEBI:16474 = 1.0 CHEBI:29868 + 1.0 Unknown	{'nadp', 'nadph', 'epmeACP', 'pmeACP', 'h'}	fabI	P0AEK4
AOXSr2	8-amino-7-oxononanoate synthase	Cofactor and Prosthetic Group Biosynthesis	1.0 ala__L_c + 1.0 pimACP_c = 1.0 8aonn_c + 1.0 ACP_c + 1.0 co2_c	1.0 L-Alanine + 1.0 Pimeloyl-[acyl-carrier protein] = 1.0 8-Amino-7-oxononanoate + 1.0 Acyl carrier protein + 1.0 CO2 CO2	1.0 CHEBI:21216 + 1.0 Unknown = 1.0 CHEBI:57532 + 1.0 CHEBI:14405 + 1.0 CHEBI:23011	{'pimACP', 'ala__L', 'ACP', '8aonn', 'co2'}	bioF	P12998
EX_LalaDglu_e	L-alanine-D-glutamate exchange	Extracellular exchange	1.0 LalaDglu_e = 	1.0 L-alanine-D-glutamate = 	1.0 CHEBI:61566 = 	{'LalaDglu'}	Unknown	Unknown
SCYSDS	SUF Cysteine desulfuration	Cofactor and Prosthetic Group Biosynthesis	1.0 cys__L_c + 1.0 sufse_c = 1.0 ala__L_c + 1.0 sufsesh_c	1.0 L-Cysteine + 1.0 SufSE sulfur acceptor complex = 1.0 L-Alanine + 1.0 SufSE with bound sulfur	1.0 CHEBI:32457 + 1.0 Unknown = 1.0 CHEBI:21216 + 1.0 Unknown	{'ala__L', 'cys__L', 'sufsesh', 'sufse'}	sufS, sufE	P77444, P76194
S2FE2SS	SUF [2Fe-2S] Synthesis	Cofactor and Prosthetic Group Biosynthesis	1.0 atp_c + 1.0 fadh2_c + 2.0 fe2_c + 1.0 h2o_c + 1.0 sufbcd_c + 2.0 sufsesh_c = 1.0 adp_c + 1.0 fad_c + 7.0 h_c + 1.0 pi_c + 1.0 sufbcd_2fe2s_c + 2.0 sufse_c	1.0 ATP C10H12N5O13P3 + 1.0 Flavin adenine dinucleotide reduced + 2.0 Fe2+ mitochondria + 1.0 H2O H2O + 1.0 SufBCD scaffold complex + 2.0 SufSE with bound sulfur = 1.0 ADP C10H12N5O10P2 + 1.0 Flavin adenine dinucleotide oxidized + 7.0 H+ + 1.0 Phosphate + 1.0 SufBCD with bound [2Fe-2S] cluster + 2.0 SufSE sulfur acceptor complex	1.0 CHEBI:15422 + 1.0 CHEBI:13316 + 2.0 CHEBI:29033 + 1.0 CHEBI:13352 + 1.0 Unknown + 2.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:16238 + 7.0 CHEBI:5584 + 1.0 CHEBI:26078 + 1.0 Unknown + 2.0 Unknown	{'atp', 'sufbcd', 'adp', 'h2o', 'sufse', 'sufsesh', 'pi', 'fad', 'fe2', 'fadh2', 'sufbcd_2fe2s', 'h'}	sufS, sufB, sufD, sufC, sufE	P77444, P77522, P77689, P77499, P76194
S4FE4SR	SUF [4Fe-4S] Reduction	Cofactor and Prosthetic Group Biosynthesis	1.0 fadh2_c + 2.0 h_c + 1.0 sufbcd_2fe2s2_c = 1.0 fad_c + 1.0 sufbcd_4fe4s_c	1.0 Flavin adenine dinucleotide reduced + 2.0 H+ + 1.0 SufBCD with two bound [2Fe-2S] clusters = 1.0 Flavin adenine dinucleotide oxidized + 1.0 SufBCD with bound [4Fe-4S] cluster	1.0 CHEBI:13316 + 2.0 CHEBI:5584 + 1.0 Unknown = 1.0 CHEBI:16238 + 1.0 Unknown	{'sufbcd_4fe4s', 'sufbcd_2fe2s2', 'fad', 'fadh2', 'h'}	sufC, sufD, sufB	P77499, P77689, P77522
CCGS	7-cyano-7-carbaguanine synthase	Cofactor and Prosthetic Group Biosynthesis	1.0 atp_c + 1.0 cdg_c + 1.0 nh4_c = 1.0 adp_c + 1.0 h2o_c + 1.0 h_c + 1.0 pi_c + 1.0 preq0_c	1.0 ATP C10H12N5O13P3 + 1.0 7-deaza-7-carboxyguanine + 1.0 Ammonium = 1.0 ADP C10H12N5O10P2 + 1.0 H2O H2O + 1.0 H+ + 1.0 Phosphate + 1.0 7-cyano-7-carbaguanine	1.0 CHEBI:15422 + 1.0 CHEBI:61125 + 1.0 CHEBI:44284 = 1.0 CHEBI:2342 + 1.0 CHEBI:13352 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078 + 1.0 CHEBI:45075	{'atp', 'nh4', 'preq0', 'adp', 'h2o', 'pi', 'cdg', 'h'}	queC	P77756
OGMEACPD	3-Oxo-glutaryl-[ACP] methyl ester dehydratase	Cofactor and Prosthetic Group Biosynthesis	1.0 hgmeACP_c = 1.0 egmeACP_c + 1.0 h2o_c	1.0 3-Hydroxyglutaryl-[acyl-carrier protein] methyl ester = 1.0 Enoylglutaryl-[acyl-carrier protein] methyl ester + 1.0 H2O H2O	1.0 Unknown = 1.0 Unknown + 1.0 CHEBI:13352	{'hgmeACP', 'egmeACP', 'h2o'}	fabZ	P0A6Q6
EGMEACPR	Enoylglutaryl-[ACP] methyl ester reductase	Cofactor and Prosthetic Group Biosynthesis	1.0 egmeACP_c + 1.0 h_c + 1.0 nadph_c = 1.0 gmeACP_c + 1.0 nadp_c	1.0 Enoylglutaryl-[acyl-carrier protein] methyl ester + 1.0 H+ + 1.0 Nicotinamide adenine dinucleotide phosphate - reduced = 1.0 Glutaryl-[acyl-carrier protein] methyl ester + 1.0 Nicotinamide adenine dinucleotide phosphate	1.0 Unknown + 1.0 CHEBI:5584 + 1.0 CHEBI:16474 = 1.0 Unknown + 1.0 CHEBI:29868	{'nadp', 'nadph', 'egmeACP', 'gmeACP', 'h'}	fabI	P0AEK4
OPMEACPR	3-Oxo-pimeloyl-[ACP] methyl ester reductase	Cofactor and Prosthetic Group Biosynthesis	1.0 h_c + 1.0 nadph_c + 1.0 opmeACP_c = 1.0 hpmeACP_c + 1.0 nadp_c	1.0 H+ + 1.0 Nicotinamide adenine dinucleotide phosphate - reduced + 1.0 3-Oxo-pimeloyl-[acyl-carrier protein] methyl ester = 1.0 3-Hydroxypimeloyl-[acyl-carrier protein] methyl ester + 1.0 Nicotinamide adenine dinucleotide phosphate	1.0 CHEBI:5584 + 1.0 CHEBI:16474 + 1.0 Unknown = 1.0 Unknown + 1.0 CHEBI:29868	{'nadp', 'opmeACP', 'nadph', 'hpmeACP', 'h'}	fabG	P0AEK2
PMEACPE	Pimeloyl-[ACP] methyl ester esterase	Cofactor and Prosthetic Group Biosynthesis	1.0 h2o_c + 1.0 pmeACP_c = 1.0 meoh_c + 1.0 pimACP_c	1.0 H2O H2O + 1.0 Pimeloyl-[acyl-carrier protein] methyl ester = 1.0 Methanol + 1.0 Pimeloyl-[acyl-carrier protein]	1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:52090 + 1.0 Unknown	{'pimACP', 'pmeACP', 'meoh', 'h2o'}	bioH	P13001
REPHACCOAI	Ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)	Alternate Carbon Metabolism	1.0 rephaccoa_c = 1.0 2oxpaccoa_c	1.0 Ring 1,2-epoxyphenylacetyl-CoA = 1.0 2-oxepin-2(3H)-ylideneacetyl-CoA	1.0 Unknown = 1.0 CHEBI:63252	{'rephaccoa', '2oxpaccoa'}	paaG	P77467
ACPPAT141	Acyl-(acyl carrier protein):phosphate acyltransferase (C14:1)	Glycerophospholipid Metabolism	1.0 h_c + 1.0 pi_c + 1.0 tdeACP_c = 1.0 ACP_c + 1.0 ttdceap_c	1.0 H+ + 1.0 Phosphate + 1.0 Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1) = 1.0 Acyl carrier protein + 1.0 Tetradecanoyl-phosphate (n-C14:1)	1.0 CHEBI:5584 + 1.0 CHEBI:26078 + 1.0 Unknown = 1.0 CHEBI:14405 + 1.0 Unknown	{'ACP', 'ttdceap', 'pi', 'tdeACP', 'h'}	acpP, plsX	P0A6A8, P27247
ACPPAT161	Acyl-(acyl carrier protein):phosphate acyltransferase (C16:1)	Glycerophospholipid Metabolism	1.0 h_c + 1.0 hdeACP_c + 1.0 pi_c = 1.0 ACP_c + 1.0 hdceap_c	1.0 H+ + 1.0 Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1) + 1.0 Phosphate = 1.0 Acyl carrier protein + 1.0 Hexadecanoyl-phosphate (n-C16:1)	1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078 = 1.0 CHEBI:14405 + 1.0 Unknown	{'hdeACP', 'ACP', 'hdceap', 'pi', 'h'}	acpP, plsX	P0A6A8, P27247
ACPPAT180	Acyl-(acyl carrier protein):phosphate acyltransferase (C18:0)	Glycerophospholipid Metabolism	1.0 h_c + 1.0 ocdcaACP_c + 1.0 pi_c = 1.0 ACP_c + 1.0 ocdcap_c	1.0 H+ + 1.0 Octadecanoyl-ACP (n-C18:0ACP) + 1.0 Phosphate = 1.0 Acyl carrier protein + 1.0 Octadecanoyl-phosphate (n-C18:0)	1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078 = 1.0 CHEBI:14405 + 1.0 Unknown	{'ACP', 'ocdcap', 'ocdcaACP', 'pi', 'h'}	acpP, plsX	P0A6A8, P27247
APG3PAT160	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:0)	Glycerophospholipid Metabolism	1.0 glyc3p_c + 1.0 hdcap_c = 1.0 1hdecg3p_c + 1.0 h_c + 1.0 pi_c	1.0 Glycerol 3-phosphate + 1.0 Hexadecanoyl-phosphate (n-C16:0) = 1.0 1-hexadecanoyl-sn-glycerol 3-phosphate + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:12843 + 1.0 Unknown = 1.0 Unknown + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'hdcap', 'pi', 'glyc3p', '1hdecg3p', 'h'}	plsY	P60782
APG3PAT161	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:1)	Glycerophospholipid Metabolism	1.0 glyc3p_c + 1.0 hdceap_c = 1.0 1hdec9eg3p_c + 1.0 h_c + 1.0 pi_c	1.0 Glycerol 3-phosphate + 1.0 Hexadecanoyl-phosphate (n-C16:1) = 1.0 1-hexadec-9-enoyl-sn-glycerol 3-phosphate + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:12843 + 1.0 Unknown = 1.0 Unknown + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'hdceap', '1hdec9eg3p', 'pi', 'glyc3p', 'h'}	plsY	P60782
EX_5mtr_e	5-Methylthio-D-ribose exchange	Extracellular exchange	1.0 5mtr_e = 	1.0 5-Methylthio-D-ribose = 	1.0 CHEBI:16895 = 	{'5mtr'}	Unknown	Unknown
APG3PAT180	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:0)	Glycerophospholipid Metabolism	1.0 glyc3p_c + 1.0 ocdcap_c = 1.0 1odecg3p_c + 1.0 h_c + 1.0 pi_c	1.0 Glycerol 3-phosphate + 1.0 Octadecanoyl-phosphate (n-C18:0) = 1.0 1-octadecanoyl-sn-glycerol 3-phosphate + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:12843 + 1.0 Unknown = 1.0 CHEBI:74850 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'1odecg3p', 'ocdcap', 'pi', 'glyc3p', 'h'}	plsY	P60782
ICYSDS	ISC Cysteine desulfuration	Cofactor and Prosthetic Group Biosynthesis	1.0 cys__L_c + 1.0 iscs_c = 1.0 ala__L_c + 1.0 iscssh_c	1.0 L-Cysteine + 1.0 IscS sulfur acceptor protein = 1.0 L-Alanine + 1.0 IscS with bound sulfur	1.0 CHEBI:32457 + 1.0 Unknown = 1.0 CHEBI:21216 + 1.0 Unknown	{'ala__L', 'iscssh', 'iscs', 'cys__L'}	iscS	P0A6B7
MECDPDH5	2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	Cofactor and Prosthetic Group Biosynthesis	1.0 2mecdp_c + 2.0 flxr_c + 1.0 h_c = 2.0 flxso_c + 1.0 h2mb4p_c + 1.0 h2o_c	1.0 2-C-methyl-D-erythritol 2,4-cyclodiphosphate + 2.0 Flavodoxin reduced + 1.0 H+ = 2.0 Flavodoxin semi oxidized + 1.0 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate + 1.0 H2O H2O	1.0 CHEBI:1029 + 2.0 Unknown + 1.0 CHEBI:5584 = 2.0 Unknown + 1.0 CHEBI:10952 + 1.0 CHEBI:13352	{'2mecdp', 'flxso', 'h2o', 'h2mb4p', 'flxr', 'h'}	ispG, fldB, ispG, fldA	P62620, P0ABY4, P61949
CDGR	7-cyano-7-deazaguanine reductase	Cofactor and Prosthetic Group Biosynthesis	3.0 h_c + 2.0 nadph_c + 1.0 preq0_c = 2.0 nadp_c + 1.0 preq1_c	3.0 H+ + 2.0 Nicotinamide adenine dinucleotide phosphate - reduced + 1.0 7-cyano-7-carbaguanine = 2.0 Nicotinamide adenine dinucleotide phosphate + 1.0 7-aminomethyl-7-deazaguanine	3.0 CHEBI:5584 + 2.0 CHEBI:16474 + 1.0 CHEBI:45075 = 2.0 CHEBI:29868 + 1.0 CHEBI:45126	{'preq0', 'nadp', 'nadph', 'preq1', 'h'}	queF	Q46920
RNTR1c2	Ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	Nucleotide Salvage Pathway	1.0 atp_c + 2.0 flxr_c + 2.0 h_c = 1.0 datp_c + 2.0 flxso_c + 1.0 h2o_c	1.0 ATP C10H12N5O13P3 + 2.0 Flavodoxin reduced + 2.0 H+ = 1.0 DATP C10H12N5O12P3 + 2.0 Flavodoxin semi oxidized + 1.0 H2O H2O	1.0 CHEBI:15422 + 2.0 Unknown + 2.0 CHEBI:5584 = 1.0 CHEBI:495505 + 2.0 Unknown + 1.0 CHEBI:13352	{'atp', 'flxso', 'h2o', 'datp', 'flxr', 'h'}	fpr, fldA, nrdD, nrdG, fpr, fldB, nrdD, nrdG, fldA, nrdD, fldB, nrdD	P28861, P61949, P28903, P0A9N8, P0ABY4
RNTR2c2	Ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	Nucleotide Salvage Pathway	2.0 flxr_c + 1.0 gtp_c + 2.0 h_c = 1.0 dgtp_c + 2.0 flxso_c + 1.0 h2o_c	2.0 Flavodoxin reduced + 1.0 GTP C10H12N5O14P3 + 2.0 H+ = 1.0 DGTP C10H12N5O13P3 + 2.0 Flavodoxin semi oxidized + 1.0 H2O H2O	2.0 Unknown + 1.0 CHEBI:37565 + 2.0 CHEBI:5584 = 1.0 CHEBI:16497 + 2.0 Unknown + 1.0 CHEBI:13352	{'flxso', 'h2o', 'gtp', 'flxr', 'dgtp', 'h'}	fpr, fldB, nrdD, nrdG, fldB, nrdD, fpr, fldA, nrdD, nrdG, fldA, nrdD	P28861, P0ABY4, P28903, P0A9N8, P61949
I4FE4SR	ISC [4Fe-4S] Reduction	Cofactor and Prosthetic Group Biosynthesis	1.0 fadh2_c + 2.0 h_c + 1.0 iscu_2fe2s2_c = 1.0 fad_c + 1.0 iscu_4fe4s_c	1.0 Flavin adenine dinucleotide reduced + 2.0 H+ + 1.0 IscU with two bound [2Fe-2S] clusters = 1.0 Flavin adenine dinucleotide oxidized + 1.0 IscU with bound [4Fe-4S] cluster	1.0 CHEBI:13316 + 2.0 CHEBI:5584 + 1.0 Unknown = 1.0 CHEBI:16238 + 1.0 Unknown	{'iscu_4fe4s', 'iscu_2fe2s2', 'fad', 'fadh2', 'h'}	iscU	P0ACD4
S2FE2ST	SUF [2Fe-2S] Transfer	Cofactor and Prosthetic Group Biosynthesis	4.0 h_c + 1.0 sufbcd_2fe2s_c = 1.0 2fe2s_c + 1.0 sufbcd_c	4.0 H+ + 1.0 SufBCD with bound [2Fe-2S] cluster = 1.0 [2Fe-2S] iron-sulfur cluster + 1.0 SufBCD scaffold complex	4.0 CHEBI:5584 + 1.0 Unknown = 1.0 CHEBI:21134 + 1.0 Unknown	{'sufbcd', 'h', 'sufbcd_2fe2s', '2fe2s'}	sufC, sufD, sufA, sufB	P77499, P77689, P77667, P77522
BMOCOS	Bis-molybdenum cofactor synthase	Cofactor and Prosthetic Group Biosynthesis	1.0 moco_c + 1.0 mptamp_c = 1.0 amp_c + 1.0 bmoco_c + 1.0 cu2_c	1.0 Molybdenum cofactor + 1.0 Adenylated molybdopterin = 1.0 AMP C10H12N5O7P + 1.0 Bis-molybdenum cofactor + 1.0 Copper	1.0 CHEBI:79026 + 1.0 CHEBI:62728 = 1.0 CHEBI:13736 + 1.0 Unknown + 1.0 CHEBI:29036	{'bmoco', 'moco', 'mptamp', 'amp', 'cu2'}	moeA	P12281
BWCOS	Tungsten bispterin cofactor synthase	Cofactor and Prosthetic Group Biosynthesis	1.0 mptamp_c + 1.0 wco_c = 1.0 amp_c + 1.0 bwco_c + 1.0 cu2_c	1.0 Adenylated molybdopterin + 1.0 Tungsten binding cofactor = 1.0 AMP C10H12N5O7P + 1.0 Tungsten bispterin cofactor + 1.0 Copper	1.0 CHEBI:62728 + 1.0 Unknown = 1.0 CHEBI:13736 + 1.0 Unknown + 1.0 CHEBI:29036	{'bwco', 'wco', 'mptamp', 'amp', 'cu2'}	moeA	P12281
RNTR3c2	Ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	Nucleotide Salvage Pathway	1.0 ctp_c + 2.0 flxr_c + 2.0 h_c = 1.0 dctp_c + 2.0 flxso_c + 1.0 h2o_c	1.0 CTP C9H12N3O14P3 + 2.0 Flavodoxin reduced + 2.0 H+ = 1.0 DCTP C9H12N3O13P3 + 2.0 Flavodoxin semi oxidized + 1.0 H2O H2O	1.0 CHEBI:3285 + 2.0 Unknown + 2.0 CHEBI:5584 = 1.0 CHEBI:19243 + 2.0 Unknown + 1.0 CHEBI:13352	{'flxso', 'dctp', 'h2o', 'flxr', 'ctp', 'h'}	fpr, fldA, nrdD, nrdG, fpr, fldB, nrdD, nrdG, fldB, nrdD, fldA, nrdD	P28861, P61949, P28903, P0A9N8, P0ABY4
RNTR4c2	Ribonucleoside-triphosphate reductase (UTP) (flavodoxin)	Nucleotide Salvage Pathway	2.0 flxr_c + 2.0 h_c + 1.0 utp_c = 1.0 dutp_c + 2.0 flxso_c + 1.0 h2o_c	2.0 Flavodoxin reduced + 2.0 H+ + 1.0 UTP C9H11N2O15P3 = 1.0 DUTP C9H11N2O14P3 + 2.0 Flavodoxin semi oxidized + 1.0 H2O H2O	2.0 Unknown + 2.0 CHEBI:5584 + 1.0 CHEBI:9850 = 1.0 CHEBI:17625 + 2.0 Unknown + 1.0 CHEBI:13352	{'utp', 'flxso', 'h2o', 'flxr', 'dutp', 'h'}	fpr, fldA, nrdD, nrdG, fpr, fldB, nrdD, nrdG, fldA, nrdD, fldB, nrdD	P28861, P61949, P28903, P0A9N8, P0ABY4
BWCOGDS1	Tungsten bispterin guanine dinucleotide synthase (single GDP)	Cofactor and Prosthetic Group Biosynthesis	1.0 bwco_c + 1.0 gtp_c + 1.0 h_c = 1.0 bwco1gdp_c + 1.0 ppi_c	1.0 Tungsten bispterin cofactor + 1.0 GTP C10H12N5O14P3 + 1.0 H+ = 1.0 Tungsten bispterin cofactor mono-guanine dinucleotide + 1.0 Diphosphate	1.0 Unknown + 1.0 CHEBI:37565 + 1.0 CHEBI:5584 = 1.0 Unknown + 1.0 CHEBI:45212	{'bwco', 'bwco1gdp', 'ppi', 'gtp', 'h'}	mobA, mobB, mobA	P32173, P32125
BWCOGDS2	Tungsten bispterin guanine dinucleotide synthase	Cofactor and Prosthetic Group Biosynthesis	1.0 bwco1gdp_c + 1.0 gtp_c + 1.0 h_c = 1.0 bwcogdp_c + 1.0 ppi_c	1.0 Tungsten bispterin cofactor mono-guanine dinucleotide + 1.0 GTP C10H12N5O14P3 + 1.0 H+ = 1.0 Tungsten bispterin cofactor guanine dinucleotide + 1.0 Diphosphate	1.0 Unknown + 1.0 CHEBI:37565 + 1.0 CHEBI:5584 = 1.0 Unknown + 1.0 CHEBI:45212	{'bwco1gdp', 'ppi', 'gtp', 'bwcogdp', 'h'}	mobA, mobB, mobA	P32173, P32125
FLDR2	Flavodoxin reductase (NADPH)	Unassigned	2.0 flxso_c + 1.0 nadph_c = 2.0 flxr_c + 1.0 h_c + 1.0 nadp_c	2.0 Flavodoxin semi oxidized + 1.0 Nicotinamide adenine dinucleotide phosphate - reduced = 2.0 Flavodoxin reduced + 1.0 H+ + 1.0 Nicotinamide adenine dinucleotide phosphate	2.0 Unknown + 1.0 CHEBI:16474 = 2.0 Unknown + 1.0 CHEBI:5584 + 1.0 CHEBI:29868	{'flxso', 'nadp', 'nadph', 'flxr', 'h'}	fpr, fldB, fpr, fldA	P28861, P0ABY4, P61949
CDGS	7-deaza-7-carboxyguanine synthase	Cofactor and Prosthetic Group Biosynthesis	1.0 cph4_c + 1.0 h_c = 1.0 cdg_c + 1.0 nh4_c	1.0 6-carboxy-5,6,7,8-tetrahydropterin + 1.0 H+ = 1.0 7-deaza-7-carboxyguanine + 1.0 Ammonium	1.0 CHEBI:61032 + 1.0 CHEBI:5584 = 1.0 CHEBI:61125 + 1.0 CHEBI:44284	{'h', 'nh4', 'cdg', 'cph4'}	Unknown	Unknown
DHNPTE	Dihydroneopterin epimerase	Cofactor and Prosthetic Group Biosynthesis	1.0 dhnpt_c = 1.0 dhmpt_c	1.0 Dihydroneopterin = 1.0 Dihydromonapterin	1.0 CHEBI:30567 = 1.0 Unknown	{'dhmpt', 'dhnpt'}	folB	P0AC16
DHMPTR	Dihydromonapterin reductase	Cofactor and Prosthetic Group Biosynthesis	1.0 dhmpt_c + 1.0 h_c + 1.0 nadph_c = 1.0 nadp_c + 1.0 thmnp_c	1.0 Dihydromonapterin + 1.0 H+ + 1.0 Nicotinamide adenine dinucleotide phosphate - reduced = 1.0 Nicotinamide adenine dinucleotide phosphate + 1.0 Tetrahydromonapterin	1.0 Unknown + 1.0 CHEBI:5584 + 1.0 CHEBI:16474 = 1.0 CHEBI:29868 + 1.0 CHEBI:71177	{'nadp', 'nadph', 'dhmpt', 'thmnp', 'h'}	folM	P0AFS3
CBMD	Carbamate deaminase	Nucleotide Salvage Pathway	1.0 cbm_c + 2.0 h_c = 1.0 co2_c + 1.0 nh4_c	1.0 Carbamate + 2.0 H+ = 1.0 CO2 CO2 + 1.0 Ammonium	1.0 CHEBI:28616 + 2.0 CHEBI:5584 = 1.0 CHEBI:23011 + 1.0 CHEBI:44284	{'h', 'cbm', 'nh4', 'co2'}		Unknown
I2FE2SS	ISC [2Fe-2S] Synthesis	Cofactor and Prosthetic Group Biosynthesis	1.0 fadh2_c + 2.0 fe2_c + 2.0 iscssh_c + 1.0 iscu_c = 1.0 fad_c + 6.0 h_c + 2.0 iscs_c + 1.0 iscu_2fe2s_c	1.0 Flavin adenine dinucleotide reduced + 2.0 Fe2+ mitochondria + 2.0 IscS with bound sulfur + 1.0 IscU scaffold protein = 1.0 Flavin adenine dinucleotide oxidized + 6.0 H+ + 2.0 IscS sulfur acceptor protein + 1.0 IscU with bound [2Fe-2S] cluster	1.0 CHEBI:13316 + 2.0 CHEBI:29033 + 2.0 Unknown + 1.0 Unknown = 1.0 CHEBI:16238 + 6.0 CHEBI:5584 + 2.0 Unknown + 1.0 Unknown	{'iscu', 'iscs', 'iscu_2fe2s', 'fad', 'fe2', 'fadh2', 'iscssh', 'h'}	iscS, iscU	P0A6B7, P0ACD4
