Reaction ID	Name	Subsystem	Reaction (IDs)	Reaction (Names)	Reaction (CHEBI)	Substrates (BiGG)	Genes	UIDs
CA2t3pp	Calcium (Ca+2) transport out via proton antiport (periplasm)	Inorganic Ion Transport and Metabolism	1.0 ca2_c + 1.0 h_p = 1.0 ca2_p + 1.0 h_c	1.0 Calcium + 1.0 H+ = 1.0 Calcium + 1.0 H+	1.0 CHEBI:29108 + 1.0 CHEBI:5584 = 1.0 CHEBI:29108 + 1.0 CHEBI:5584	{'h', 'ca2'}	chaA	P31801
THRt2pp	L-threonine efflux transport via proton antiport (periplasm)	Transport, Inner Membrane	1.0 h_p + 1.0 thr__L_c = 1.0 h_c + 1.0 thr__L_p	1.0 H+ + 1.0 L-Threonine = 1.0 H+ + 1.0 L-Threonine	1.0 CHEBI:5584 + 1.0 CHEBI:16857 = 1.0 CHEBI:5584 + 1.0 CHEBI:16857	{'thr__L', 'h'}	rhtA, rhtC	P0AA67, P0AG38
ARGt3pp	L-arginine transport out via proton antiport (cytoplasm to periplasm)	Transport, Inner Membrane	1.0 arg__L_c + 1.0 h_p = 1.0 arg__L_p + 1.0 h_c	1.0 L-Arginine + 1.0 H+ = 1.0 L-Arginine + 1.0 H+	1.0 CHEBI:32683 + 1.0 CHEBI:5584 = 1.0 CHEBI:32683 + 1.0 CHEBI:5584	{'arg__L', 'h'}	argO	P11667
MALDtex	D-Malate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 mal__D_e = 1.0 mal__D_p	1.0 D-Malate = 1.0 D-Malate	1.0 CHEBI:44073 = 1.0 CHEBI:44073	{'mal__D'}	ompN, ompC, phoE, ompF	P77747, P06996, P02932, P02931
OROTtex	Orotate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 orot_e = 1.0 orot_p	1.0 Orotate C5H3N2O4 = 1.0 Orotate C5H3N2O4	1.0 CHEBI:14698 = 1.0 CHEBI:14698	{'orot'}	ompN, ompF, ompC, phoE	P77747, P02931, P06996, P02932
PPAt4pp	Na+/Propionate symporter (periplasm)	Transport, Inner Membrane	1.0 na1_p + 1.0 ppa_p = 1.0 na1_c + 1.0 ppa_c	1.0 Sodium + 1.0 Propionate (n-C3:0) = 1.0 Sodium + 1.0 Propionate (n-C3:0)	1.0 CHEBI:9175 + 1.0 Unknown = 1.0 CHEBI:9175 + 1.0 Unknown	{'ppa', 'na1'}	putP	P07117
OROTt2_2pp	Orotate transport via proton symport (2 H) (periplasm)	Transport, Inner Membrane	2.0 h_p + 1.0 orot_p = 2.0 h_c + 1.0 orot_c	2.0 H+ + 1.0 Orotate C5H3N2O4 = 2.0 H+ + 1.0 Orotate C5H3N2O4	2.0 CHEBI:5584 + 1.0 CHEBI:14698 = 2.0 CHEBI:5584 + 1.0 CHEBI:14698	{'orot', 'h'}	dctA	P0A830
MALDt2_2pp	D-Malate transport via proton symport (2 H) (periplasm)	Transport, Inner Membrane	2.0 h_p + 1.0 mal__D_p = 2.0 h_c + 1.0 mal__D_c	2.0 H+ + 1.0 D-Malate = 2.0 H+ + 1.0 D-Malate	2.0 CHEBI:5584 + 1.0 CHEBI:44073 = 2.0 CHEBI:5584 + 1.0 CHEBI:44073	{'mal__D', 'h'}	dctA	P0A830
5DGLCNtex	5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 5dglcn_e = 1.0 5dglcn_p	1.0 5-Dehydro-D-gluconate = 1.0 5-Dehydro-D-gluconate	1.0 CHEBI:12121 = 1.0 CHEBI:12121	{'5dglcn'}	ompN, phoE, ompF, ompC	P77747, P02932, P02931, P06996
CHLt2pp	Choline transport via proton symport (periplasm)	Transport, Inner Membrane	1.0 chol_p + 1.0 h_p = 1.0 chol_c + 1.0 h_c	1.0 Choline C5H14NO + 1.0 H+ = 1.0 Choline C5H14NO + 1.0 H+	1.0 CHEBI:41524 + 1.0 CHEBI:5584 = 1.0 CHEBI:41524 + 1.0 CHEBI:5584	{'chol', 'h'}	betT, yeaV	P0ABC9, P0ABD1
GLYt4pp	Glycine transport in via sodium symport (periplasm)	Transport, Inner Membrane	1.0 gly_p + 1.0 na1_p = 1.0 gly_c + 1.0 na1_c	1.0 Glycine + 1.0 Sodium = 1.0 Glycine + 1.0 Sodium	1.0 CHEBI:32508 + 1.0 CHEBI:9175 = 1.0 CHEBI:32508 + 1.0 CHEBI:9175	{'gly', 'na1'}	yaaJ	P30143
FRULYSt2pp	Fructoselysine transport via proton symport (periplasm)	Transport, Inner Membrane	1.0 frulys_p + 1.0 h_p = 1.0 frulys_c + 1.0 h_c	1.0 Fructoselysine + 1.0 H+ = 1.0 Fructoselysine + 1.0 H+	1.0 CHEBI:24109 + 1.0 CHEBI:5584 = 1.0 CHEBI:24109 + 1.0 CHEBI:5584	{'frulys', 'h'}	frlA	P45539
TUNGStex	Tungstate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 tungs_e = 1.0 tungs_p	1.0 Tungstate = 1.0 Tungstate	1.0 CHEBI:36271 = 1.0 CHEBI:36271	{'tungs'}	ompF, ompC, ompN, phoE	P02931, P06996, P77747, P02932
PSCLYSt2pp	Psicoselysine transport via proton symport (periplasm)	Transport, Inner Membrane	1.0 h_p + 1.0 psclys_p = 1.0 h_c + 1.0 psclys_c	1.0 H+ + 1.0 Psicoselysine = 1.0 H+ + 1.0 Psicoselysine	1.0 CHEBI:5584 + 1.0 CHEBI:61403 = 1.0 CHEBI:5584 + 1.0 CHEBI:61403	{'psclys', 'h'}	frlA	P45539
LYSt2pp	L-lysine transport in via proton symport (periplasm)	Transport, Inner Membrane	1.0 h_p + 1.0 lys__L_p = 1.0 h_c + 1.0 lys__L_c	1.0 H+ + 1.0 L-Lysine = 1.0 H+ + 1.0 L-Lysine	1.0 CHEBI:5584 + 1.0 CHEBI:6264 = 1.0 CHEBI:5584 + 1.0 CHEBI:6264	{'lys__L', 'h'}	lysP	P25737
COBALT2tpp	Cobalt transport in via permease (no H+)	Inorganic Ion Transport and Metabolism	1.0 cobalt2_p = 1.0 cobalt2_c	1.0 Co2+ = 1.0 Co2+	1.0 CHEBI:48828 = 1.0 CHEBI:48828	{'cobalt2'}	zupT, corA	P0A8H3, P0ABI4
GLYt2pp	Glycine transport in via proton symport (periplasm)	Transport, Inner Membrane	1.0 gly_p + 1.0 h_p = 1.0 gly_c + 1.0 h_c	1.0 Glycine + 1.0 H+ = 1.0 Glycine + 1.0 H+	1.0 CHEBI:32508 + 1.0 CHEBI:5584 = 1.0 CHEBI:32508 + 1.0 CHEBI:5584	{'gly', 'h'}	yeaV, cycA	P0ABD1, P0AAE0
ALAt2pp	L-alanine transport in via proton symport (periplasm)	Transport, Inner Membrane	1.0 ala__L_p + 1.0 h_p = 1.0 ala__L_c + 1.0 h_c	1.0 L-Alanine + 1.0 H+ = 1.0 L-Alanine + 1.0 H+	1.0 CHEBI:21216 + 1.0 CHEBI:5584 = 1.0 CHEBI:21216 + 1.0 CHEBI:5584	{'ala__L', 'h'}	cycA, dtpC	P0AAE0, P39276
BALAt2pp	Beta-alanine transport in via proton symport (periplasm)	Transport, Inner Membrane	1.0 ala_B_p + 1.0 h_p = 1.0 ala_B_c + 1.0 h_c	1.0 Beta-Alanine + 1.0 H+ = 1.0 Beta-Alanine + 1.0 H+	1.0 CHEBI:12389 + 1.0 CHEBI:5584 = 1.0 CHEBI:12389 + 1.0 CHEBI:5584	{'ala_B', 'h'}	cycA	P0AAE0
DALAt2pp	D-alanine transport in via proton symport (periplasm)	Transport, Inner Membrane	1.0 ala__D_p + 1.0 h_p = 1.0 ala__D_c + 1.0 h_c	1.0 D-Alanine + 1.0 H+ = 1.0 D-Alanine + 1.0 H+	1.0 CHEBI:12899 + 1.0 CHEBI:5584 = 1.0 CHEBI:12899 + 1.0 CHEBI:5584	{'h', 'ala__D'}	cycA	P0AAE0
FE2tpp	Iron (+2) transport in via permease (no H+)	Inorganic Ion Transport and Metabolism	1.0 fe2_p = 1.0 fe2_c	1.0 Fe2+ mitochondria = 1.0 Fe2+ mitochondria	1.0 CHEBI:29033 = 1.0 CHEBI:29033	{'fe2'}	zupT	P0A8H3
MN2tpp	Manganese transport in via permease (no H+)	Inorganic Ion Transport and Metabolism	1.0 mn2_p = 1.0 mn2_c	1.0 Manganese = 1.0 Manganese	1.0 CHEBI:21435 = 1.0 CHEBI:21435	{'mn2'}	zupT	P0A8H3
MG2tpp	Magnesium (+2) transport in via diffusion	Inorganic Ion Transport and Metabolism	1.0 mg2_p = 1.0 mg2_c	1.0 Magnesium = 1.0 Magnesium	1.0 CHEBI:6635 = 1.0 CHEBI:6635	{'mg2'}	corA	P0ABI4
5MTRtex	5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 5mtr_e = 1.0 5mtr_p	1.0 5-Methylthio-D-ribose = 1.0 5-Methylthio-D-ribose	1.0 CHEBI:16895 = 1.0 CHEBI:16895	{'5mtr'}	ompN, ompF, ompC, phoE	P77747, P02931, P06996, P02932
NI2t3pp	Nickle (Ni+2) transport out via proton antiport (periplasm)	Inorganic Ion Transport and Metabolism	1.0 h_p + 1.0 ni2_c = 1.0 h_c + 1.0 ni2_p	1.0 H+ + 1.0 Nickel = 1.0 H+ + 1.0 Nickel	1.0 CHEBI:5584 + 1.0 CHEBI:25517 = 1.0 CHEBI:5584 + 1.0 CHEBI:25517	{'ni2', 'h'}	fieF, zitB	P69380, P75757
PPAtex	Propionate transport via diffusion	Transport, Outer Membrane Porin	1.0 ppa_e = 1.0 ppa_p	1.0 Propionate (n-C3:0) = 1.0 Propionate (n-C3:0)	1.0 Unknown = 1.0 Unknown	{'ppa'}	phoE, ompN, ompF, ompC	P02932, P77747, P02931, P06996
GALCTNLt2pp	L-galactonate transport via proton symport (periplasm)	Transport, Inner Membrane	1.0 galctn__L_p + 1.0 h_p = 1.0 galctn__L_c + 1.0 h_c	1.0 L-Galactonate + 1.0 H+ = 1.0 L-Galactonate + 1.0 H+	1.0 CHEBI:37425 + 1.0 CHEBI:5584 = 1.0 CHEBI:37425 + 1.0 CHEBI:5584	{'galctn__L', 'h'}	lgoT	P39398
THYMt3pp	Thymine transport out via proton antiport (periplasm)	Transport, Inner Membrane	1.0 h_p + 1.0 thym_c = 1.0 h_c + 1.0 thym_p	1.0 H+ + 1.0 Thymine C5H6N2O2 = 1.0 H+ + 1.0 Thymine C5H6N2O2	1.0 CHEBI:5584 + 1.0 CHEBI:15247 = 1.0 CHEBI:5584 + 1.0 CHEBI:15247	{'thym', 'h'}	Unknown	Unknown
CLt3_2pp	Chloride transport out via proton antiport (2:1) (periplasm)	Inorganic Ion Transport and Metabolism	2.0 cl_p + 1.0 h_c = 2.0 cl_c + 1.0 h_p	2.0 Chloride + 1.0 H+ = 2.0 Chloride + 1.0 H+	2.0 CHEBI:24635 + 1.0 CHEBI:5584 = 2.0 CHEBI:24635 + 1.0 CHEBI:5584	{'cl', 'h'}	clcA	P37019
SELGTHR	Selenate glutathione reductase	Inorganic Ion Transport and Metabolism	4.0 gthrd_c + 2.0 h_c + 1.0 slnt_c = 1.0 dgslnt_c + 1.0 gthox_c + 3.0 h2o_c	4.0 Reduced glutathione + 2.0 H+ + 1.0 Selenite = 1.0 Selenodiglutathione + 1.0 Oxidized glutathione + 3.0 H2O H2O	4.0 CHEBI:43049 + 2.0 CHEBI:5584 + 1.0 CHEBI:18212 = 1.0 CHEBI:71259 + 1.0 CHEBI:42832 + 3.0 CHEBI:13352	{'h', 'gthox', 'dgslnt', 'gthrd', 'h2o', 'slnt'}	Unknown	Unknown
SELGTHR3	Selenate glutathione reductase III	Inorganic Ion Transport and Metabolism	1.0 gslnt_c + 1.0 nadph_c = 1.0 gthrd_c + 1.0 nadp_c + 1.0 seln_c	1.0 Glutathiolselenolate + 1.0 Nicotinamide adenine dinucleotide phosphate - reduced = 1.0 Reduced glutathione + 1.0 Nicotinamide adenine dinucleotide phosphate + 1.0 Selenide	1.0 Unknown + 1.0 CHEBI:16474 = 1.0 CHEBI:43049 + 1.0 CHEBI:29868 + 1.0 CHEBI:9089	{'seln', 'nadph', 'gthrd', 'nadp', 'gslnt'}	Unknown	Unknown
PSCLYStex	Psicoselysine transporter via diffusion (extracellular)	Transport, Outer Membrane Porin	1.0 psclys_e = 1.0 psclys_p	1.0 Psicoselysine = 1.0 Psicoselysine	1.0 CHEBI:61403 = 1.0 CHEBI:61403	{'psclys'}	ompF, ompC, ompN, phoE	P02931, P06996, P77747, P02932
THYMtex	Thymine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 thym_e = 1.0 thym_p	1.0 Thymine C5H6N2O2 = 1.0 Thymine C5H6N2O2	1.0 CHEBI:15247 = 1.0 CHEBI:15247	{'thym'}	phoE, ompN, ompC, ompF	P02932, P77747, P06996, P02931
CU2tpp	Copper transport in via permease (no H+)	Inorganic Ion Transport and Metabolism	1.0 cu2_p = 1.0 cu2_c	1.0 Copper = 1.0 Copper	1.0 CHEBI:29036 = 1.0 CHEBI:29036	{'cu2'}	zupT	P0A8H3
FE2t3pp	Iron (Fe+2) transport out via proton antiport (periplasm)	Inorganic Ion Transport and Metabolism	1.0 fe2_c + 1.0 h_p = 1.0 fe2_p + 1.0 h_c	1.0 Fe2+ mitochondria + 1.0 H+ = 1.0 Fe2+ mitochondria + 1.0 H+	1.0 CHEBI:29033 + 1.0 CHEBI:5584 = 1.0 CHEBI:29033 + 1.0 CHEBI:5584	{'fe2', 'h'}	fieF	P69380
MN2t3pp	Manganese (Mn+2) transport out via proton antiport (periplasm)	Inorganic Ion Transport and Metabolism	1.0 h_p + 1.0 mn2_c = 1.0 h_c + 1.0 mn2_p	1.0 H+ + 1.0 Manganese = 1.0 H+ + 1.0 Manganese	1.0 CHEBI:5584 + 1.0 CHEBI:21435 = 1.0 CHEBI:5584 + 1.0 CHEBI:21435	{'mn2', 'h'}	fieF, zitB	P69380, P75757
MG2t3_2pp	Magnesium (Mg+2) transport in/out via proton antiport (periplasm)	Inorganic Ion Transport and Metabolism	2.0 h_c + 1.0 mg2_p = 2.0 h_p + 1.0 mg2_c	2.0 H+ + 1.0 Magnesium = 2.0 H+ + 1.0 Magnesium	2.0 CHEBI:5584 + 1.0 CHEBI:6635 = 2.0 CHEBI:5584 + 1.0 CHEBI:6635	{'mg2', 'h'}	Unknown	Unknown
CD2tpp	Cadmium (+2) transport in via permease (no H+)	Inorganic Ion Transport and Metabolism	1.0 cd2_p = 1.0 cd2_c	1.0 Cadmium = 1.0 Cadmium	1.0 CHEBI:48773 = 1.0 CHEBI:48773	{'cd2'}	zupT	P0A8H3
ETHAt2pp	Ethanolamine transport in via proton symport	Transport, Inner Membrane	1.0 etha_p + 1.0 h_p = 1.0 etha_c + 1.0 h_c	1.0 Ethanolamine + 1.0 H+ = 1.0 Ethanolamine + 1.0 H+	1.0 CHEBI:57603 + 1.0 CHEBI:5584 = 1.0 CHEBI:57603 + 1.0 CHEBI:5584	{'etha', 'h'}	Unknown	Unknown
FE3abcpp	Iron (III) transport via ABC system (periplasm to cytoplasm)	Inorganic Ion Transport and Metabolism	1.0 atp_c + 1.0 fe3_p + 1.0 h2o_c = 1.0 adp_c + 1.0 fe3_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 Iron (Fe3+) + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 Iron (Fe3+) + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:49595 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:49595 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'adp', 'h2o', 'fe3'}	Unknown	Unknown
LALADGLUtex	L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 LalaDglu_e = 1.0 LalaDglu_p	1.0 L-alanine-D-glutamate = 1.0 L-alanine-D-glutamate	1.0 CHEBI:61566 = 1.0 CHEBI:61566	{'LalaDglu'}	ompC, ompN, phoE, ompF	P06996, P77747, P02932, P02931
LALALGLUtpp	L-alanyl-L-glutamate transport in via proton symport (periplasm)	Transport, Inner Membrane	1.0 LalaLglu_p + 1.0 h_p = 1.0 LalaLglu_c + 1.0 h_c	1.0 L-alanine-L-glutamate + 1.0 H+ = 1.0 L-alanine-L-glutamate + 1.0 H+	1.0 CHEBI:61396 + 1.0 CHEBI:5584 = 1.0 CHEBI:61396 + 1.0 CHEBI:5584	{'LalaLglu', 'h'}	dtpA, dtpB, dtpC, dtpD	P77304, P36837, P39276, P75742
3HPPtex	3-hydroxypropionate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 3hpp_e = 1.0 3hpp_p	1.0 3-Hydroxypropanoate = 1.0 3-Hydroxypropanoate	1.0 CHEBI:20079 = 1.0 CHEBI:20079	{'3hpp'}	ompN, ompF, ompC, phoE	P77747, P02931, P06996, P02932
CMtpp	Chloramphenicol transport via TolC system	Transport, Outer Membrane	1.0 cm_p + 1.0 h_p = 1.0 cm_e + 1.0 h_c	1.0 Chloramphenicol + 1.0 H+ = 1.0 Chloramphenicol + 1.0 H+	1.0 CHEBI:94390 + 1.0 CHEBI:5584 = 1.0 CHEBI:94390 + 1.0 CHEBI:5584	{'cm', 'h'}	acrA, tolC, acrD, acrA, tolC, acrB	P0AE06, P02930, P24177, P31224
FUSAtpp	Fusidic acid transport via TolC system	Transport, Outer Membrane	1.0 fusa_p + 1.0 h_p = 1.0 fusa_e + 1.0 h_c	1.0 Fusidic acid + 1.0 H+ = 1.0 Fusidic acid + 1.0 H+	1.0 CHEBI:42742 + 1.0 CHEBI:5584 = 1.0 CHEBI:42742 + 1.0 CHEBI:5584	{'fusa', 'h'}	acrA, tolC, acrB, acrA, tolC, acrD	P0AE06, P02930, P31224, P24177
RFAMPtex	Rifampin transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane	1.0 rfamp_e = 1.0 rfamp_p	1.0 Rifampin = 1.0 Rifampin	1.0 CHEBI:26577 = 1.0 CHEBI:26577	{'rfamp'}		Unknown
MINCYCtex	Minocycline transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 mincyc_e = 1.0 mincyc_p	1.0 Minocycline = 1.0 Minocycline	1.0 CHEBI:71337 = 1.0 CHEBI:71337	{'mincyc'}	ompN, phoE, ompF, ompC	P77747, P02932, P02931, P06996
MINCYCtpp	Minocycline transport via TolC system	Transport, Outer Membrane	1.0 h_p + 1.0 mincyc_p = 1.0 h_c + 1.0 mincyc_e	1.0 H+ + 1.0 Minocycline = 1.0 H+ + 1.0 Minocycline	1.0 CHEBI:5584 + 1.0 CHEBI:71337 = 1.0 CHEBI:5584 + 1.0 CHEBI:71337	{'mincyc', 'h'}	acrA, tolC, acrD, acrA, tolC, acrB	P0AE06, P02930, P24177, P31224
MEOHtrpp	Methanol reversible transport via diffusion (periplasm)	Transport, Inner Membrane	1.0 meoh_p = 1.0 meoh_c	1.0 Methanol = 1.0 Methanol	1.0 CHEBI:52090 = 1.0 CHEBI:52090	{'meoh'}		Unknown
DOXRBCNtex	Doxorubicin transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 doxrbcn_e = 1.0 doxrbcn_p	1.0 Doxorubicin = 1.0 Doxorubicin	1.0 CHEBI:28748 = 1.0 CHEBI:28748	{'doxrbcn'}	ompF, ompC, ompN, phoE	P02931, P06996, P77747, P02932
DOXRBCNtpp	Doxorubicin transport via TolC system	Transport, Outer Membrane	1.0 doxrbcn_p + 1.0 h_p = 1.0 doxrbcn_e + 1.0 h_c	1.0 Doxorubicin + 1.0 H+ = 1.0 Doxorubicin + 1.0 H+	1.0 CHEBI:28748 + 1.0 CHEBI:5584 = 1.0 CHEBI:28748 + 1.0 CHEBI:5584	{'doxrbcn', 'h'}	acrA, tolC, acrB, acrA, tolC, acrD	P0AE06, P02930, P31224, P24177
SELtex	Selenate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 sel_e = 1.0 sel_p	1.0 Selenate = 1.0 Selenate	1.0 CHEBI:26624 = 1.0 CHEBI:26624	{'sel'}	ompN, ompF, ompC, phoE	P77747, P02931, P06996, P02932
SELR	Selenate reductase	Inorganic Ion Transport and Metabolism	1.0 mql8_c + 1.0 sel_c = 1.0 h2o_c + 1.0 mqn8_c + 1.0 slnt_c	1.0 Menaquinol 8 + 1.0 Selenate = 1.0 H2O H2O + 1.0 Menaquinone 8 + 1.0 Selenite	1.0 CHEBI:61684 + 1.0 CHEBI:26624 = 1.0 CHEBI:13352 + 1.0 CHEBI:44027 + 1.0 CHEBI:18212	{'mqn8', 'mql8', 'sel', 'h2o', 'slnt'}	ynfG, ynfH, ynfF, ynfE	P0AAJ1, P76173, P77783, P77374
ETOHtrpp	Ethanol reversible transport via diffusion (periplasm)	Transport, Inner Membrane	1.0 etoh_p = 1.0 etoh_c	1.0 Ethanol = 1.0 Ethanol	1.0 CHEBI:42377 = 1.0 CHEBI:42377	{'etoh'}		Unknown
MEOHtex	Methanol transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 meoh_e = 1.0 meoh_p	1.0 Methanol = 1.0 Methanol	1.0 CHEBI:52090 = 1.0 CHEBI:52090	{'meoh'}	ompF, ompN, ompC, phoE	P02931, P77747, P06996, P02932
5MTRtpp	5-Methylthio-D-ribose transport via proton symport (periplasm)	Transport, Inner Membrane	1.0 5mtr_c + 1.0 h_c = 1.0 5mtr_p + 1.0 h_p	1.0 5-Methylthio-D-ribose + 1.0 H+ = 1.0 5-Methylthio-D-ribose + 1.0 H+	1.0 CHEBI:16895 + 1.0 CHEBI:5584 = 1.0 CHEBI:16895 + 1.0 CHEBI:5584	{'h', '5mtr'}	Unknown	Unknown
TTRCYCtex	Tetracycline transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 ttrcyc_e = 1.0 ttrcyc_p	1.0 Tetracycline = 1.0 Tetracycline	1.0 CHEBI:9474 = 1.0 CHEBI:9474	{'ttrcyc'}	ompF, phoE, ompN, ompC	P02931, P02932, P77747, P06996
NOVBCNtpp	Novobiocin transport via TolC system	Transport, Outer Membrane	1.0 h_p + 1.0 novbcn_p = 1.0 h_c + 1.0 novbcn_e	1.0 H+ + 1.0 Novobiocin = 1.0 H+ + 1.0 Novobiocin	1.0 CHEBI:5584 + 1.0 CHEBI:25597 = 1.0 CHEBI:5584 + 1.0 CHEBI:25597	{'novbcn', 'h'}	acrA, tolC, acrD, acrA, tolC, acrB	P0AE06, P02930, P24177, P31224
CMtex	Chloramphenicol transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 cm_e = 1.0 cm_p	1.0 Chloramphenicol = 1.0 Chloramphenicol	1.0 CHEBI:94390 = 1.0 CHEBI:94390	{'cm'}	ompC, ompF, ompN, phoE	P06996, P02931, P77747, P02932
TTRCYCtpp	Tetracycline transport via TolC system	Transport, Outer Membrane	1.0 h_p + 1.0 ttrcyc_p = 1.0 h_c + 1.0 ttrcyc_e	1.0 H+ + 1.0 Tetracycline = 1.0 H+ + 1.0 Tetracycline	1.0 CHEBI:5584 + 1.0 CHEBI:9474 = 1.0 CHEBI:5584 + 1.0 CHEBI:9474	{'ttrcyc', 'h'}	acrA, tolC, acrD, acrA, tolC, acrB	P0AE06, P02930, P24177, P31224
LALALGLUtex	L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 LalaLglu_e = 1.0 LalaLglu_p	1.0 L-alanine-L-glutamate = 1.0 L-alanine-L-glutamate	1.0 CHEBI:61396 = 1.0 CHEBI:61396	{'LalaLglu'}	ompN, phoE, ompF, ompC	P77747, P02932, P02931, P06996
LALADGLUtpp	L-alanyl-D-glutamate transport in via proton symport (periplasm)	Transport, Inner Membrane	1.0 LalaDglu_p + 1.0 h_p = 1.0 LalaDglu_c + 1.0 h_c	1.0 L-alanine-D-glutamate + 1.0 H+ = 1.0 L-alanine-D-glutamate + 1.0 H+	1.0 CHEBI:61566 + 1.0 CHEBI:5584 = 1.0 CHEBI:61566 + 1.0 CHEBI:5584	{'LalaDglu', 'h'}	dtpD, dtpA, dtpB, dtpC	P75742, P77304, P36837, P39276
SLNTtex	Selenite transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 slnt_e = 1.0 slnt_p	1.0 Selenite = 1.0 Selenite	1.0 CHEBI:18212 = 1.0 CHEBI:18212	{'slnt'}	ompN, ompF, ompC, phoE	P77747, P02931, P06996, P02932
SELGTHR2	Selenate glutathione reductase II	Inorganic Ion Transport and Metabolism	1.0 dgslnt_c + 1.0 h_c + 1.0 nadph_c = 1.0 gslnt_c + 1.0 gthrd_c + 1.0 nadp_c	1.0 Selenodiglutathione + 1.0 H+ + 1.0 Nicotinamide adenine dinucleotide phosphate - reduced = 1.0 Glutathiolselenolate + 1.0 Reduced glutathione + 1.0 Nicotinamide adenine dinucleotide phosphate	1.0 CHEBI:71259 + 1.0 CHEBI:5584 + 1.0 CHEBI:16474 = 1.0 Unknown + 1.0 CHEBI:43049 + 1.0 CHEBI:29868	{'h', 'nadph', 'dgslnt', 'gthrd', 'nadp', 'gslnt'}	Unknown	Unknown
3HPPtpp	3-hydroxypropionate transport via proton symport (periplasm)	Transport, Inner Membrane	1.0 3hpp_c + 1.0 h_c = 1.0 3hpp_p + 1.0 h_p	1.0 3-Hydroxypropanoate + 1.0 H+ = 1.0 3-Hydroxypropanoate + 1.0 H+	1.0 CHEBI:20079 + 1.0 CHEBI:5584 = 1.0 CHEBI:20079 + 1.0 CHEBI:5584	{'h', '3hpp'}	Unknown	Unknown
RFAMPtpp	Rifampin transport via TolC system	Transport, Outer Membrane	1.0 h_p + 1.0 rfamp_p = 1.0 h_c + 1.0 rfamp_e	1.0 H+ + 1.0 Rifampin = 1.0 H+ + 1.0 Rifampin	1.0 CHEBI:5584 + 1.0 CHEBI:26577 = 1.0 CHEBI:5584 + 1.0 CHEBI:26577	{'rfamp', 'h'}	acrA, tolC, acrB, acrA, tolC, acrD	P0AE06, P02930, P31224, P24177
ALAtpp	L-alanine export via facilited diffusion	Transport, Inner Membrane	1.0 ala__L_c = 1.0 ala__L_p	1.0 L-Alanine = 1.0 L-Alanine	1.0 CHEBI:21216 = 1.0 CHEBI:21216	{'ala__L'}	alaE	P64550
CH4tex	Methane Transport(extracellular via diffusion)	Transport, Outer Membrane	1.0 ch4_e = 1.0 ch4_p	1.0 Methane = 1.0 Methane	1.0 CHEBI:25220 = 1.0 CHEBI:25220	{'ch4'}	Unknown	Unknown
TARTRDtex	D-tartrate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 tartr__D_e = 1.0 tartr__D_p	1.0 D-tartrate = 1.0 D-tartrate	1.0 CHEBI:30927 = 1.0 CHEBI:30927	{'tartr__D'}	ompN, ompC, phoE, ompF	P77747, P06996, P02932, P02931
BTNt2ipp	Biotin transport via proton symport (periplasm)	Transport, Inner Membrane	1.0 btn_p + 1.0 h_p = 1.0 btn_c + 1.0 h_c	1.0 Biotin + 1.0 H+ = 1.0 Biotin + 1.0 H+	1.0 CHEBI:13905 + 1.0 CHEBI:5584 = 1.0 CHEBI:13905 + 1.0 CHEBI:5584	{'btn', 'h'}	Unknown	Unknown
BTNtex	Biotin transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 btn_e = 1.0 btn_p	1.0 Biotin = 1.0 Biotin	1.0 CHEBI:13905 = 1.0 CHEBI:13905	{'btn'}	ompC, ompN, phoE, ompF	P06996, P77747, P02932, P02931
